NA	Gene Symbol	NA	dme-miR Family
NA	Or74a	NA	dme-miR-970
NA	Or83a	NA	dme-miR-315
NA	Or83b	NA	dme-miR-1017
NA	Or83c	NA	dme-miR-970
NA	Or83c	NA	dme-miR-10-3p
NA	Or83c	NA	dme-miR-1006
NA	Or83c	NA	dme-miR-1014
NA	Or83c	NA	dme-miR-33
NA	Or85a	NA	dme-miR-10-3p
NA	Or85a	NA	dme-miR-1006
NA	Or85b	NA	dme-miR-970
NA	Or85d	NA	dme-miR-277
NA	Or85f	NA	dme-miR-4
NA	Or92a	NA	dme-miR-989
NA	Or94b	NA	dme-miR-277
NA	orb	NA	dme-miR-190
NA	orb2	NA	dme-miR-8
NA	Orct	NA	dme-miR-1014
NA	Orct	NA	dme-miR-10-3p
NA	Orct	NA	dme-miR-1006
NA	Orct2	NA	dme-miR-958
NA	Orct2	NA	dme-miR-8
NA	ord	NA	dme-miR-277
NA	org-1	NA	dme-miR-33
NA	org-1	NA	dme-miR-8
NA	org-1	NA	dme-miR-981
NA	ori	NA	dme-miR-1000
NA	Ork1	NA	dme-miR-375
NA	ort	NA	dme-miR-1017
NA	ort	NA	dme-miR-210
NA	ort	NA	dme-miR-79
NA	ort	NA	dme-miR-4
NA	os	NA	dme-miR-279
NA	os	NA	dme-miR-286
NA	os	NA	dme-miR-996
NA	os	NA	dme-miR-2a-1
NA	os	NA	dme-miR-6
NA	os	NA	dme-miR-11
NA	os	NA	dme-miR-13
NA	os	NA	dme-miR-308
NA	osa	NA	dme-miR-281-2-3p
NA	osa	NA	dme-miR-1002
NA	osa	NA	dme-miR-iab-4-5p
NA	osa	NA	dme-miR-252
NA	osa	NA	dme-miR-1000
NA	Osbp	NA	dme-miR-8
NA	Osbp	NA	dme-miR-927
NA	Osbp	NA	dme-miR-964
NA	Oscillin	NA	dme-miR-316
NA	Oscillin	NA	dme-miR-1
NA	Oseg3	NA	dme-miR-1014
NA	Oseg6	NA	dme-miR-971
NA	Osi1	NA	dme-miR-305
NA	Osi1	NA	dme-miR-276
NA	Osi11	NA	dme-miR-9
NA	Osi12	NA	dme-miR-277
NA	Osi12	NA	dme-miR-4
NA	Osi13	NA	dme-miR-92
NA	Osi13	NA	dme-miR-310
NA	Osi13	NA	dme-miR-311
NA	Osi13	NA	dme-miR-312
NA	Osi13	NA	dme-miR-313
NA	Osi14	NA	dme-miR-124
NA	Osi15	NA	dme-miR-1007
NA	Osi15	NA	dme-miR-993
NA	Osi18	NA	dme-miR-305
NA	Osi18	NA	dme-miR-92
NA	Osi18	NA	dme-miR-310
NA	Osi18	NA	dme-miR-311
NA	Osi18	NA	dme-miR-312
NA	Osi18	NA	dme-miR-313
NA	Osi21	NA	dme-miR-9
NA	Osi21	NA	dme-miR-980
NA	Osi4	NA	dme-miR-9
NA	Osi4	NA	dme-miR-263a
NA	Osi5	NA	dme-miR-1010
NA	Osi5	NA	dme-miR-927
NA	Osi5	NA	dme-miR-1000
NA	Osi6	NA	dme-miR-315
NA	Osi6	NA	dme-miR-124
NA	Osi7	NA	dme-miR-279
NA	Osi7	NA	dme-miR-286
NA	Osi7	NA	dme-miR-996
NA	Osi7	NA	dme-miR-263a
NA	Osi7	NA	dme-miR-31
NA	Osi7	NA	dme-miR-1017
NA	Osi7	NA	dme-miR-987
NA	Osi7	NA	dme-miR-iab-4-3p
NA	Osi7	NA	dme-miR-274
NA	Osi7	NA	dme-miR-960
NA	Osi7	NA	dme-miR-4
NA	Osi7	NA	dme-miR-79
NA	Osi8	NA	dme-miR-9
NA	Osi8	NA	dme-miR-1014
NA	Osi8	NA	dme-miR-277
NA	Osi8	NA	dme-miR-10-3p
NA	Osi8	NA	dme-miR-1006
NA	Osi8	NA	dme-miR-92
NA	Osi8	NA	dme-miR-310
NA	Osi8	NA	dme-miR-311
NA	Osi8	NA	dme-miR-312
NA	Osi8	NA	dme-miR-313
NA	Osi8	NA	dme-miR-33
NA	Osi9	NA	dme-miR-79
NA	Osi9	NA	dme-miR-277
NA	Osi9	NA	dme-miR-960
NA	Osi9	NA	dme-miR-92
NA	Osi9	NA	dme-miR-310
NA	Osi9	NA	dme-miR-311
NA	Osi9	NA	dme-miR-312
NA	Osi9	NA	dme-miR-313
NA	Osi9	NA	dme-miR-1017
NA	Osi9	NA	dme-miR-4
NA	osk	NA	dme-miR-976
NA	osm-6	NA	dme-miR-957
NA	osm-6	NA	dme-miR-210
NA	osm-6	NA	dme-miR-1
NA	osm-6	NA	dme-miR-274
NA	osm-6	NA	dme-miR-277
NA	osm-6	NA	dme-miR-963
NA	osp	NA	dme-miR-9
NA	osp	NA	dme-miR-92
NA	osp	NA	dme-miR-310
NA	osp	NA	dme-miR-311
NA	osp	NA	dme-miR-312
NA	osp	NA	dme-miR-313
NA	osp	NA	dme-miR-964
NA	otk	NA	dme-miR-285
NA	otk	NA	dme-miR-995
NA	otk	NA	dme-miR-998
NA	otk	NA	dme-miR-14
NA	otk	NA	dme-miR-980
NA	otk	NA	dme-miR-34
NA	otk	NA	dme-miR-305
NA	otk	NA	dme-miR-263b
NA	otk	NA	dme-miR-277
NA	otp	NA	dme-miR-iab-4-5p
NA	otp	NA	dme-miR-1000
NA	otp	NA	dme-miR-316
NA	ovo	NA	dme-miR-304
NA	ovo	NA	dme-miR-277
NA	ox	NA	dme-miR-927
NA	ox	NA	dme-miR-964
NA	oxt	NA	dme-miR-307
NA	p	NA	dme-miR-277
NA	p	NA	dme-miR-964
NA	p130CAS	NA	dme-miR-7
NA	p130CAS	NA	dme-miR-8
NA	p130CAS	NA	dme-miR-283
NA	p130CAS	NA	dme-miR-2a-1
NA	p130CAS	NA	dme-miR-6
NA	p130CAS	NA	dme-miR-11
NA	p130CAS	NA	dme-miR-13
NA	p130CAS	NA	dme-miR-308
NA	p16-ARC	NA	dme-miR-277
NA	p38b	NA	dme-miR-193
NA	P5cr	NA	dme-miR-281-2-5p
NA	pAbp	NA	dme-miR-277
NA	Pabp2	NA	dme-miR-263b
NA	Pabp2	NA	dme-miR-971
NA	pad	NA	dme-miR-92
NA	pad	NA	dme-miR-310
NA	pad	NA	dme-miR-311
NA	pad	NA	dme-miR-312
NA	pad	NA	dme-miR-313
NA	Pak	NA	dme-miR-277
NA	Pak	NA	dme-miR-8
NA	Pak3	NA	dme-miR-92
NA	Pak3	NA	dme-miR-310
NA	Pak3	NA	dme-miR-311
NA	Pak3	NA	dme-miR-312
NA	Pak3	NA	dme-miR-313
NA	Pak3	NA	dme-miR-969
NA	pall	NA	dme-miR-1002
NA	pall	NA	dme-miR-252
NA	Paps	NA	dme-miR-92
NA	Paps	NA	dme-miR-310
NA	Paps	NA	dme-miR-311
NA	Paps	NA	dme-miR-312
NA	Paps	NA	dme-miR-313
NA	par-6	NA	dme-miR-1
NA	par-6	NA	dme-miR-999
NA	par-6	NA	dme-miR-971
NA	para	NA	dme-miR-8
NA	pasha	NA	dme-miR-281-2-3p
NA	pasha	NA	dme-miR-281-1
NA	path	NA	dme-miR-8
NA	path	NA	dme-miR-927
NA	path	NA	dme-miR-277
NA	path	NA	dme-miR-981
NA	path	NA	dme-miR-987
NA	Patj	NA	dme-miR-1002
NA	Patj	NA	dme-miR-8
NA	Patj	NA	dme-miR-252
NA	Patr-1	NA	dme-miR-87
NA	Patsas	NA	dme-miR-965
NA	Patsas	NA	dme-miR-305
NA	Pax	NA	dme-miR-iab-4-5p
NA	pb	NA	dme-miR-190
NA	pbl	NA	dme-miR-958
NA	pbl	NA	dme-miR-2a-2
NA	pbl	NA	dme-miR-2c
NA	Pc	NA	dme-miR-965
NA	Pc	NA	dme-miR-137
NA	Pcf11	NA	dme-miR-2a-1
NA	Pcf11	NA	dme-miR-6
NA	Pcf11	NA	dme-miR-11
NA	Pcf11	NA	dme-miR-13
NA	Pcf11	NA	dme-miR-308
NA	Pcl	NA	dme-miR-263b
NA	Pcl	NA	dme-miR-34
NA	pcl	NA	dme-miR-999
NA	Pcp	NA	dme-miR-1000
NA	Pcp	NA	dme-miR-1014
NA	pcs	NA	dme-miR-277
NA	pcx	NA	dme-miR-14
NA	pcx	NA	dme-miR-124
NA	pcx	NA	dme-miR-190
NA	Pde1c	NA	dme-miR-79
NA	Pde1c	NA	dme-miR-281-2-5p
NA	Pde1c	NA	dme-miR-87
NA	Pde1c	NA	dme-miR-1017
NA	Pde1c	NA	dme-miR-1014
NA	Pde1c	NA	dme-miR-275
NA	Pde1c	NA	dme-miR-306
NA	Pde1c	NA	dme-miR-10-3p
NA	Pde1c	NA	dme-miR-1006
NA	Pde1c	NA	dme-miR-4
NA	Pde1c	NA	dme-miR-133
NA	Pde6	NA	dme-miR-315
NA	Pde6	NA	dme-miR-283
NA	Pde6	NA	dme-miR-987
NA	Pde6	NA	dme-miR-14
NA	Pde6	NA	dme-miR-279
NA	Pde6	NA	dme-miR-286
NA	Pde6	NA	dme-miR-996
NA	Pde6	NA	dme-miR-92
NA	Pde6	NA	dme-miR-310
NA	Pde6	NA	dme-miR-311
NA	Pde6	NA	dme-miR-312
NA	Pde6	NA	dme-miR-313
NA	Pde6	NA	dme-miR-137
NA	Pde8	NA	dme-miR-315
NA	Pde8	NA	dme-miR-219
NA	Pde8	NA	dme-miR-989
NA	Pde8	NA	dme-miR-375
NA	Pdi	NA	dme-miR-976
NA	Pdk	NA	dme-miR-92
NA	Pdk	NA	dme-miR-310
NA	Pdk	NA	dme-miR-311
NA	Pdk	NA	dme-miR-312
NA	Pdk	NA	dme-miR-313
NA	Pdk	NA	dme-miR-1000
NA	Pdk	NA	dme-miR-1
NA	pdm2	NA	dme-miR-276
NA	pdm2	NA	dme-miR-1
NA	pdm2	NA	dme-miR-10-3p
NA	pdm2	NA	dme-miR-1006
NA	pdm2	NA	dme-miR-7
NA	pdm2	NA	dme-miR-1014
NA	pdm3	NA	dme-miR-1
NA	pdm3	NA	dme-miR-277
NA	pdm3	NA	dme-miR-2a-1
NA	pdm3	NA	dme-miR-6
NA	pdm3	NA	dme-miR-11
NA	pdm3	NA	dme-miR-13
NA	pdm3	NA	dme-miR-308
NA	pdm3	NA	dme-miR-263a
NA	Pdp1	NA	dme-bantam
NA	Pdp1	NA	dme-miR-980
NA	pds5	NA	dme-miR-999
NA	pds5	NA	dme-miR-314
NA	peb	NA	dme-miR-iab-4-3p
NA	peb	NA	dme-miR-9
NA	Pect	NA	dme-miR-305
NA	perd	NA	dme-miR-1000
NA	perd	NA	dme-miR-304
NA	perd	NA	dme-miR-190
NA	perd	NA	dme-miR-281-2-3p
NA	perd	NA	dme-miR-960
NA	pes	NA	dme-miR-263b
NA	Pez	NA	dme-miR-137
NA	PFE	NA	dme-miR-34
NA	PFE	NA	dme-miR-2a-1
NA	PFE	NA	dme-miR-6
NA	PFE	NA	dme-miR-11
NA	PFE	NA	dme-miR-13
NA	PFE	NA	dme-miR-308
NA	Pfrx	NA	dme-miR-976
NA	pgant2	NA	dme-miR-1002
NA	pgant2	NA	dme-miR-14
NA	pgant2	NA	dme-miR-284
NA	pgant2	NA	dme-miR-252
NA	pgant3	NA	dme-miR-252
NA	pgant3	NA	dme-miR-283
NA	pgant3	NA	dme-miR-2a-1
NA	pgant3	NA	dme-miR-6
NA	pgant3	NA	dme-miR-11
NA	pgant3	NA	dme-miR-13
NA	pgant3	NA	dme-miR-308
NA	Pgant35A	NA	dme-miR-14
NA	Pgant35A	NA	dme-miR-92
NA	Pgant35A	NA	dme-miR-310
NA	Pgant35A	NA	dme-miR-311
NA	Pgant35A	NA	dme-miR-312
NA	Pgant35A	NA	dme-miR-313
NA	Pgant35A	NA	dme-miR-8
NA	pgant5	NA	dme-miR-1
NA	pgant5	NA	dme-miR-92
NA	pgant5	NA	dme-miR-310
NA	pgant5	NA	dme-miR-311
NA	pgant5	NA	dme-miR-312
NA	pgant5	NA	dme-miR-313
NA	pgant5	NA	dme-miR-7
NA	pgant5	NA	dme-miR-1011
NA	pgant5	NA	dme-miR-277
NA	pgant5	NA	dme-miR-190
NA	pgant5	NA	dme-miR-87
NA	pgant6	NA	dme-miR-252
NA	pgant6	NA	dme-miR-31
NA	pgc	NA	dme-miR-2a-1
NA	pgc	NA	dme-miR-6
NA	pgc	NA	dme-miR-11
NA	pgc	NA	dme-miR-13
NA	pgc	NA	dme-miR-308
NA	Pgd	NA	dme-miR-252
NA	Pglym87	NA	dme-miR-33
NA	Pglym87	NA	dme-miR-10-3p
NA	Pglym87	NA	dme-miR-1006
NA	Pglym87	NA	dme-miR-125
NA	Pglym87	NA	dme-miR-960
NA	PGRP-LA	NA	dme-miR-305
NA	PGRP-LB	NA	dme-miR-8
NA	PGRP-LC	NA	dme-miR-283
NA	PGRP-LC	NA	dme-miR-2a-1
NA	PGRP-LC	NA	dme-miR-6
NA	PGRP-LC	NA	dme-miR-11
NA	PGRP-LC	NA	dme-miR-13
NA	PGRP-LC	NA	dme-miR-308
NA	PGRP-LD	NA	dme-miR-278
NA	PGRP-LF	NA	dme-miR-263a
NA	PGRP-SC2	NA	dme-miR-969
NA	PGRP-SC2	NA	dme-miR-278
NA	PGRP-SD	NA	dme-miR-969
NA	PGRP-SD	NA	dme-miR-252
NA	PGRP-SD	NA	dme-miR-989
NA	PH4alphaEFB	NA	dme-miR-1014
NA	PH4alphaEFB	NA	dme-miR-981
NA	PH4alphaEFB	NA	dme-miR-10-3p
NA	PH4alphaEFB	NA	dme-miR-1006
NA	pHCl	NA	dme-miR-956
NA	pHCl	NA	dme-miR-284
NA	pHCl	NA	dme-miR-1017
NA	pHCl	NA	dme-miR-79
NA	pHCl	NA	dme-miR-190
NA	pHCl	NA	dme-miR-4
NA	pHCl	NA	dme-miR-279
NA	pHCl	NA	dme-miR-286
NA	pHCl	NA	dme-miR-996
NA	pHCl	NA	dme-miR-932
NA	PhKgamma	NA	dme-miR-1000
NA	phl	NA	dme-miR-277
NA	phl	NA	dme-miR-275
NA	phl	NA	dme-miR-306
NA	phl	NA	dme-miR-252
NA	phol	NA	dme-miR-314
NA	phtf	NA	dme-miR-219
NA	phtf	NA	dme-miR-305
NA	phyl	NA	dme-miR-1014
NA	Pi3K21B	NA	dme-miR-277
NA	Pi3K68D	NA	dme-miR-1
NA	Pi3K92E	NA	dme-miR-305
NA	Pi3K92E	NA	dme-miR-317
NA	PICK1	NA	dme-miR-305
NA	Picot	NA	dme-miR-316
NA	Picot	NA	dme-miR-2a-1
NA	Picot	NA	dme-miR-6
NA	Picot	NA	dme-miR-11
NA	Picot	NA	dme-miR-13
NA	Picot	NA	dme-miR-308
NA	Pif1A	NA	dme-miR-124
NA	Pif1B	NA	dme-miR-124
NA	Pink1	NA	dme-miR-2a-1
NA	Pink1	NA	dme-miR-6
NA	Pink1	NA	dme-miR-11
NA	Pink1	NA	dme-miR-13
NA	Pink1	NA	dme-miR-308
NA	pio	NA	dme-miR-1000
NA	pio	NA	dme-miR-304
NA	pio	NA	dme-miR-981
NA	pio	NA	dme-miR-283
NA	PIP5K59B	NA	dme-miR-315
NA	PIP5K59B	NA	dme-miR-976
NA	PIP5K59B	NA	dme-miR-283
NA	PIP5K59B	NA	dme-miR-932
NA	PIP5K59B	NA	dme-miR-1000
NA	PIP5K59B	NA	dme-miR-927
NA	PIP5K59B	NA	dme-miR-964
NA	Pk92B	NA	dme-miR-124
NA	Pka-C1	NA	dme-miR-968
NA	Pka-R1	NA	dme-miR-277
NA	Pka-R1	NA	dme-miR-284
NA	pkaap	NA	dme-miR-210
NA	pkaap	NA	dme-miR-281-2-5p
NA	pkaap	NA	dme-miR-958
NA	Pkc53E	NA	dme-miR-283
NA	Pkc53E	NA	dme-miR-316
NA	Pkc98E	NA	dme-miR-279
NA	Pkc98E	NA	dme-miR-286
NA	Pkc98E	NA	dme-miR-996
NA	Pkc98E	NA	dme-miR-958
NA	Pkc98E	NA	dme-miR-283
NA	Pkc98E	NA	dme-miR-8
NA	Pkc98E	NA	dme-miR-988
NA	Pkc98E	NA	dme-miR-277
NA	Pkcdelta	NA	dme-miR-8
NA	Pkcdelta	NA	dme-miR-279
NA	Pkcdelta	NA	dme-miR-286
NA	Pkcdelta	NA	dme-miR-996
NA	PKD	NA	dme-miR-315
NA	Pkn	NA	dme-miR-87
NA	Plc21C	NA	dme-miR-375
NA	Plc21C	NA	dme-miR-219
NA	Plc21C	NA	dme-miR-971
NA	Plc21C	NA	dme-miR-8
NA	Plc21C	NA	dme-miR-307
NA	Plc21C	NA	dme-miR-957
NA	Plc21C	NA	dme-miR-958
NA	Plc21C	NA	dme-miR-315
NA	Pld	NA	dme-miR-8
NA	ple	NA	dme-miR-1000
NA	ple	NA	dme-miR-133
NA	ple	NA	dme-miR-960
NA	ple	NA	dme-miR-33
NA	ple	NA	dme-miR-929
NA	Pli	NA	dme-miR-927
NA	Pli	NA	dme-miR-317
NA	Pli	NA	dme-miR-964
NA	Pli	NA	dme-miR-993
NA	Pli	NA	dme-miR-137
NA	Pli	NA	dme-miR-1007
NA	Plip	NA	dme-miR-iab4as
NA	plx	NA	dme-miR-210
NA	plx	NA	dme-miR-1014
NA	plx	NA	dme-miR-10-3p
NA	plx	NA	dme-miR-1006
NA	plx	NA	dme-miR-263a
NA	pnr	NA	dme-miR-305
NA	pnr	NA	dme-miR-316
NA	pnr	NA	dme-bantam
NA	pnt	NA	dme-miR-304
NA	pnut	NA	dme-miR-375
NA	pnut	NA	dme-miR-252
NA	pnut	NA	dme-miR-1002
NA	pnut	NA	dme-miR-277
NA	pnut	NA	dme-miR-8
NA	pod1	NA	dme-miR-87
NA	pod1	NA	dme-miR-315
NA	pod1	NA	dme-miR-316
NA	pod1	NA	dme-miR-263b
NA	poly	NA	dme-miR-1014
NA	por	NA	dme-miR-1000
NA	por	NA	dme-miR-281-2-3p
NA	porin	NA	dme-miR-277
NA	porin	NA	dme-miR-34
NA	POSH	NA	dme-miR-315
NA	POSH	NA	dme-miR-1002
NA	POSH	NA	dme-miR-252
NA	Poxm	NA	dme-miR-10-3p
NA	Poxm	NA	dme-miR-1006
NA	Pp1-87B	NA	dme-miR-31
NA	Pp1alpha-96A	NA	dme-miR-971
NA	Pp2A-29B	NA	dme-miR-33
NA	Pp2A-29B	NA	dme-miR-964
NA	PP2A-B'	NA	dme-miR-1000
NA	PP2A-B'	NA	dme-miR-1011
NA	Pp2B-14D	NA	dme-miR-994
NA	Pp2B-14D	NA	dme-miR-5
NA	Pp2B-14D	NA	dme-miR-283
NA	Pp2B-14D	NA	dme-miR-92
NA	Pp2B-14D	NA	dme-miR-310
NA	Pp2B-14D	NA	dme-miR-311
NA	Pp2B-14D	NA	dme-miR-312
NA	Pp2B-14D	NA	dme-miR-313
NA	Pp2C1	NA	dme-miR-305
NA	ppa	NA	dme-miR-980
NA	ppa	NA	dme-miR-263a
NA	ppa	NA	dme-miR-276
NA	ppa	NA	dme-miR-79
NA	ppa	NA	dme-miR-10-3p
NA	ppa	NA	dme-miR-1006
NA	ppa	NA	dme-miR-33
NA	PpD3	NA	dme-miR-87
NA	PpD3	NA	dme-miR-277
NA	PpD3	NA	dme-miR-263b
NA	ppk12	NA	dme-miR-987
NA	ppk12	NA	dme-miR-284
NA	ppk12	NA	dme-miR-33
NA	ppk13	NA	dme-miR-iab-4-5p
NA	Ppn	NA	dme-miR-7
NA	Ppn	NA	dme-miR-932
NA	Ppn	NA	dme-miR-8
NA	Ppn	NA	dme-miR-276
NA	pr	NA	dme-miR-iab-4-5p
NA	pr	NA	dme-miR-133
NA	pr	NA	dme-miR-10-3p
NA	pr	NA	dme-miR-1006
NA	pr-set7	NA	dme-miR-34
NA	pr-set7	NA	dme-miR-263a
NA	PR2	NA	dme-miR-252
NA	PR2	NA	dme-miR-958
NA	Prat	NA	dme-miR-277
NA	Prat	NA	dme-miR-274
NA	Prat	NA	dme-miR-305
NA	Prat	NA	dme-miR-1011
NA	Prat	NA	dme-miR-316
NA	prc	NA	dme-miR-34
NA	prd	NA	dme-miR-9
NA	prel	NA	dme-miR-277
NA	Prestin	NA	dme-miR-252
NA	Prestin	NA	dme-miR-2a-1
NA	Prestin	NA	dme-miR-6
NA	Prestin	NA	dme-miR-11
NA	Prestin	NA	dme-miR-13
NA	Prestin	NA	dme-miR-308
NA	Prestin	NA	dme-miR-219
NA	Prestin	NA	dme-miR-1002
NA	PRL-1	NA	dme-miR-317
NA	Prm	NA	dme-miR-92
NA	Prm	NA	dme-miR-310
NA	Prm	NA	dme-miR-311
NA	Prm	NA	dme-miR-312
NA	Prm	NA	dme-miR-313
NA	Prm	NA	dme-miR-987
NA	Proct	NA	dme-miR-1000
NA	Proct	NA	dme-miR-276
NA	Proct	NA	dme-miR-33
NA	prominin-like	NA	dme-miR-958
NA	prominin-like	NA	dme-miR-277
NA	prominin-like	NA	dme-miR-263b
NA	pros	NA	dme-miR-9
NA	pros	NA	dme-miR-1
NA	Pros28.1B	NA	dme-miR-932
NA	Pros28.1B	NA	dme-miR-1014
NA	Prosap	NA	dme-miR-10-3p
NA	Prosap	NA	dme-miR-1006
NA	Prosap	NA	dme-miR-1014
NA	Prosap	NA	dme-miR-981
NA	Prosap	NA	dme-miR-1000
NA	Prosap	NA	dme-miR-263b
NA	Prosap	NA	dme-miR-2a-1
NA	Prosap	NA	dme-miR-6
NA	Prosap	NA	dme-miR-11
NA	Prosap	NA	dme-miR-13
NA	Prosap	NA	dme-miR-308
NA	Prosap	NA	dme-miR-277
NA	Prosap	NA	dme-miR-92
NA	Prosap	NA	dme-miR-310
NA	Prosap	NA	dme-miR-311
NA	Prosap	NA	dme-miR-312
NA	Prosap	NA	dme-miR-313
NA	Prosap	NA	dme-miR-210
NA	Prx5037	NA	dme-miR-316
NA	ps	NA	dme-miR-277
NA	ps	NA	dme-miR-989
NA	Psa	NA	dme-miR-9
NA	Psa	NA	dme-miR-33
NA	Psa	NA	dme-miR-277
NA	Psi	NA	dme-miR-124
NA	psq	NA	dme-miR-1014
NA	psq	NA	dme-miR-14
NA	psq	NA	dme-miR-1003
NA	psq	NA	dme-miR-1004
NA	psq	NA	dme-miR-956
NA	psq	NA	dme-miR-962
NA	ptc	NA	dme-miR-14
NA	ptc	NA	dme-miR-277
NA	ptc	NA	dme-miR-276
NA	ptc	NA	dme-miR-252
NA	Pten	NA	dme-miR-283
NA	Pten	NA	dme-miR-10-3p
NA	Pten	NA	dme-miR-1006
NA	PTP-ER	NA	dme-miR-956
NA	PTP-ER	NA	dme-miR-962
NA	PTP-ER	NA	dme-miR-375
NA	PTP-ER	NA	dme-miR-971
NA	Ptp10D	NA	dme-miR-92
NA	Ptp10D	NA	dme-miR-310
NA	Ptp10D	NA	dme-miR-311
NA	Ptp10D	NA	dme-miR-312
NA	Ptp10D	NA	dme-miR-313
NA	Ptp10D	NA	dme-miR-283
NA	Ptp10D	NA	dme-miR-263b
NA	Ptp10D	NA	dme-miR-7
NA	Ptp10D	NA	dme-miR-1002
NA	Ptp10D	NA	dme-miR-252
NA	Ptp4E	NA	dme-miR-263a
NA	Ptp4E	NA	dme-miR-2a-1
NA	Ptp4E	NA	dme-miR-6
NA	Ptp4E	NA	dme-miR-11
NA	Ptp4E	NA	dme-miR-13
NA	Ptp4E	NA	dme-miR-308
NA	Ptp52F	NA	dme-miR-9
NA	Ptp61F	NA	dme-miR-14
NA	Ptp61F	NA	dme-miR-929
NA	Ptp61F	NA	dme-miR-974
NA	Ptp69D	NA	dme-miR-9
NA	Ptp99A	NA	dme-miR-989
NA	Ptp99A	NA	dme-miR-184
NA	Ptp99A	NA	dme-miR-14
NA	Ptp99A	NA	dme-miR-263a
NA	Ptp99A	NA	dme-miR-8
NA	Ptp99A	NA	dme-miR-210
NA	Ptp99A	NA	dme-miR-1014
NA	Ptp99A	NA	dme-miR-10-3p
NA	Ptp99A	NA	dme-miR-1006
NA	Ptpmeg	NA	dme-miR-927
NA	Ptpmeg	NA	dme-miR-284
NA	Ptpmeg	NA	dme-miR-964
NA	ptr	NA	dme-miR-274
NA	Ptx1	NA	dme-miR-87
NA	Ptx1	NA	dme-miR-1000
NA	Ptx1	NA	dme-miR-315
NA	Ptx1	NA	dme-miR-279
NA	Ptx1	NA	dme-miR-286
NA	Ptx1	NA	dme-miR-996
NA	Pu	NA	dme-miR-92
NA	Pu	NA	dme-miR-310
NA	Pu	NA	dme-miR-311
NA	Pu	NA	dme-miR-312
NA	Pu	NA	dme-miR-313
NA	Pu	NA	dme-miR-1014
NA	Pu	NA	dme-miR-10-3p
NA	Pu	NA	dme-miR-1006
NA	Pu	NA	dme-miR-929
NA	puc	NA	dme-miR-315
NA	puc	NA	dme-miR-31
NA	pum	NA	dme-miR-956
NA	pum	NA	dme-miR-314
NA	Pvf1	NA	dme-miR-987
NA	Pvf2	NA	dme-miR-1002
NA	Pvf2	NA	dme-miR-252
NA	Pvf3	NA	dme-miR-1014
NA	Pvf3	NA	dme-miR-8
NA	Pvf3	NA	dme-miR-10-3p
NA	Pvf3	NA	dme-miR-1006
NA	Pvr	NA	dme-miR-79
NA	pxb	NA	dme-miR-277
NA	pxb	NA	dme-miR-14
NA	pxb	NA	dme-miR-263b
NA	pxb	NA	dme-miR-iab-4-3p
NA	pxb	NA	dme-miR-1000
NA	pxb	NA	dme-miR-263a
NA	pxb	NA	dme-miR-33
NA	pxb	NA	dme-miR-137
NA	pygo	NA	dme-miR-962
NA	pygo	NA	dme-miR-307
NA	pygo	NA	dme-miR-375
NA	qkr54B	NA	dme-miR-304
NA	qkr54B	NA	dme-miR-31
NA	qkr54B	NA	dme-miR-263b
NA	qkr54B	NA	dme-miR-987
NA	qkr54B	NA	dme-miR-989
NA	qkr54B	NA	dme-miR-1000
NA	qkr58E-1	NA	dme-miR-976
NA	qkr58E-1	NA	dme-miR-33
NA	qkr58E-2	NA	dme-miR-9
NA	qm	NA	dme-miR-10-3p
NA	qm	NA	dme-miR-1006
NA	qm	NA	dme-miR-284
NA	qm	NA	dme-miR-1014
NA	qm	NA	dme-miR-9
NA	R	NA	dme-miR-1011
NA	r	NA	dme-miR-989
NA	R	NA	dme-miR-315
NA	r-l	NA	dme-miR-277
NA	Rab-RP3	NA	dme-miR-958
NA	Rab-RP3	NA	dme-miR-305
NA	Rab1	NA	dme-miR-1000
NA	Rab10	NA	dme-miR-971
NA	Rab10	NA	dme-miR-137
NA	Rab11	NA	dme-miR-999
NA	Rab2	NA	dme-miR-927
NA	Rab2	NA	dme-miR-315
NA	Rab2	NA	dme-miR-1014
NA	Rab21	NA	dme-miR-2a-1
NA	Rab21	NA	dme-miR-6
NA	Rab21	NA	dme-miR-11
NA	Rab21	NA	dme-miR-13
NA	Rab21	NA	dme-miR-308
NA	Rab23	NA	dme-miR-14
NA	Rab23	NA	dme-miR-92
NA	Rab23	NA	dme-miR-310
NA	Rab23	NA	dme-miR-311
NA	Rab23	NA	dme-miR-312
NA	Rab23	NA	dme-miR-313
NA	Rab3	NA	dme-miR-278
NA	Rab3	NA	dme-miR-284
NA	Rab3	NA	dme-miR-970
NA	Rab3	NA	dme-miR-1010
NA	Rab3	NA	dme-miR-210
NA	Rab3	NA	dme-miR-277
NA	Rab3	NA	dme-miR-1000
NA	rab3-GEF	NA	dme-miR-932
NA	rab3-GEF	NA	dme-miR-125
NA	rab3-GEF	NA	dme-miR-190
NA	rab3-GEF	NA	dme-miR-137
NA	Rab30	NA	dme-miR-989
NA	Rab30	NA	dme-miR-1
NA	Rab4	NA	dme-miR-1
NA	Rab5	NA	dme-miR-2a-1
NA	Rab5	NA	dme-miR-6
NA	Rab5	NA	dme-miR-11
NA	Rab5	NA	dme-miR-13
NA	Rab5	NA	dme-miR-308
NA	Rab6	NA	dme-miR-317
NA	Rab6	NA	dme-miR-970
NA	Rab6	NA	dme-miR-252
NA	Rab6	NA	dme-miR-277
NA	Rab8	NA	dme-miR-210
